,index
48123,221892
48124,112153
48125,283085
48126,172311
48127,173691
48128,207191
48129,125262
48130,340423
48131,40900
48132,264021
48133,326735
48134,81369
48135,305079
48136,251172
48137,71758
48138,212966
48139,223150
48140,334754
48141,337841
48142,232036
48143,36939
48144,190351
48145,55085
48146,169807
48147,284109
48148,259783
48149,10273
48150,89426
48151,197751
48152,256878
48153,111682
48154,65651
48155,261214
48156,301740
48157,36530
48158,300386
48159,111043
48160,298045
48161,134976
48162,180263
48163,180277
48164,339955
48165,190197
48166,183495
48167,347315
48168,80821
48169,292802
48170,221680
48171,61642
48172,215722
48173,169131
48174,30621
48175,121963
48176,88854
48177,125043
48178,126272
48179,102851
48180,302880
48181,1541
48182,275510
48183,320977
48184,330036
48185,49646
48186,57402
48187,254518
48188,313321
48189,341683
48190,322572
48191,233453
48192,221519
48193,201931
48194,137698
48195,117990
48196,29631
48197,163454
48198,214541
48199,99022
48200,146801
48201,246996
48202,80830
48203,341003
48204,69929
48205,1514
48206,27028
48207,72443
48208,229919
48209,278639
48210,109388
48211,161896
48212,317792
48213,52628
48214,203278
48215,58550
48216,338160
48217,307063
48218,21878
48219,55714
48220,231509
48221,337779
48222,266883
48223,272211
48224,57445
48225,150700
48226,273402
48227,267056
48228,38953
48229,1840
48230,183472
48231,334183
48232,251067
48233,78301
48234,125753
48235,92795
48236,159160
48237,34627
48238,168334
48239,87628
48240,243517
48241,156848
48242,79578
48243,238046
48244,239560
48245,190931
48246,137898
48247,210670
48248,265756
48249,117221
48250,325217
48251,142274
48252,15620
48253,88728
48254,149903
48255,67017
48256,46368
48257,198597
48258,66012
48259,297964
48260,246431
48261,210421
48262,333093
48263,166195
48264,62717
48265,344676
48266,82623
48267,292921
48268,328347
48269,66645
48270,164851
48271,157955
48272,100098
48273,229987
48274,61781
48275,2069
48276,302273
48277,108941
48278,166540
48279,145167
48280,88569
48281,177235
48282,117775
48283,250094
48284,234197
48285,8221
48286,44708
48287,331281
48288,58336
48289,194171
48290,214213
48291,261628
48292,210884
48293,244454
48294,182813
48295,294054
48296,139162
48297,45647
48298,168811
48299,332834
48300,68378
48301,5385
48302,306394
48303,68094
48304,154232
48305,259931
48306,158206
48307,21175
48308,145442
48309,30596
48310,219087
48311,42831
48312,341189
48313,10720
48314,200391
48315,115477
48316,206695
48317,8991
48318,187938
48319,254229
48320,104822
48321,198458
48322,150759
48323,237978
48324,144240
48325,27359
48326,27275
48327,271323
48328,127819
48329,169215
48330,226173
48331,286119
48332,80658
48333,328871
48334,164828
48335,315379
48336,170742
48337,123243
48338,250953
48339,233065
48340,318962
48341,206489
48342,168640
48343,315748
48344,284117
48345,54377
48346,161205
48347,234817
48348,92707
48349,274220
48350,165654
48351,243185
48352,188654
48353,60704
48354,267780
48355,24005
48356,248591
48357,19546
48358,119404
48359,303646
48360,154234
48361,17209
48362,159598
48363,187203
48364,297536
48365,23016
48366,8518
48367,89588
48368,2042
48369,149638
48370,149737
48371,283482
48372,347026
48373,277578
48374,248294
48375,105679
48376,151330
48377,345786
48378,235840
48379,201019
48380,326573
48381,285122
48382,279530
48383,13823
48384,318223
48385,16382
48386,293303
48387,271912
48388,168428
48389,141162
48390,135889
48391,336894
48392,160658
48393,286095
48394,103708
48395,277104
48396,257049
48397,76442
48398,196324
48399,122958
48400,317402
48401,71141
48402,89755
48403,300723
48404,282966
48405,332002
48406,149865
48407,130854
48408,106544
48409,132747
48410,199657
48411,6095
48412,197793
48413,309080
48414,109056
48415,111656
48416,306131
48417,168678
48418,164737
48419,178726
48420,66047
48421,182836
48422,78853
48423,148215
48424,287678
48425,214767
48426,300463
48427,198722
48428,91036
48429,6217
48430,163842
48431,72780
48432,187937
48433,4181
48434,208348
48435,265088
48436,192054
48437,287501
48438,75045
48439,275230
48440,174845
48441,134612
48442,301768
48443,92557
48444,140030
48445,138362
48446,37766
48447,69806
48448,160401
48449,214302
48450,87049
48451,158335
48452,286561
48453,101401
48454,93656
48455,80163
48456,146201
48457,1794
48458,314722
48459,183307
48460,124559
48461,185565
48462,196349
48463,294386
48464,128171
48465,32447
48466,55083
48467,162238
48468,328337
48469,297780
48470,245184
48471,229941
48472,92216
48473,139635
48474,136403
48475,189864
48476,341217
48477,33508
48478,116067
48479,4414
48480,266497
48481,213751
48482,95449
48483,193493
48484,283084
48485,277301
48486,128570
48487,59843
48488,90765
48489,257450
48490,87917
48491,327637
48492,239633
48493,2009
48494,110162
48495,326828
48496,139369
48497,60524
48498,226149
48499,344984
48500,191930
48501,138000
48502,346777
48503,345317
48504,318763
48505,194566
48506,336102
48507,283166
48508,167030
48509,217675
48510,131508
48511,45753
48512,274873
48513,200663
48514,340367
48515,264429
48516,144480
48517,261983
48518,259298
48519,191078
48520,34076
48521,64361
48522,297751
48523,281598
48524,345935
48525,281592
48526,67608
48527,22761
48528,139229
48529,185276
48530,6499
48531,243268
48532,183020
48533,189707
48534,233530
48535,211671
48536,127968
48537,337477
48538,297567
48539,187312
48540,312570
48541,312287
48542,300013
48543,338537
48544,92129
48545,137671
48546,6944
48547,163900
48548,334602
48549,229153
48550,17547
48551,323929
48552,101255
48553,334802
48554,149034
48555,79515
48556,38514
48557,314652
48558,286365
48559,225371
48560,185432
48561,11819
48562,247400
48563,71181
48564,5485
48565,231487
48566,170374
48567,298515
48568,252783
48569,95412
48570,244076
48571,330180
48572,139929
48573,238267
48574,197858
48575,55855
48576,123569
48577,216706
48578,91180
48579,280167
48580,264835
48581,135786
48582,76052
48583,97330
48584,164263
48585,226165
48586,166765
48587,328258
48588,292020
48589,306262
48590,347859
48591,246799
48592,34308
48593,59881
48594,344655
48595,61272
48596,340870
48597,250726
48598,155252
48599,169744
48600,172959
48601,23698
48602,107976
48603,140403
48604,102987
48605,286508
48606,81659
48607,294461
48608,131581
48609,176033
48610,12501
48611,33007
48612,84277
48613,306229
48614,76020
48615,58686
48616,203551
48617,129571
48618,72165
48619,275701
48620,222467
48621,120943
48622,327077
48623,197238
48624,126753
48625,6083
48626,29902
48627,163127
48628,9743
48629,67023
48630,333472
48631,33505
48632,93273
48633,294786
48634,346211
48635,330603
48636,280177
48637,246734
48638,19147
48639,316862
48640,323252
48641,197639
48642,223638
48643,141998
48644,337386
48645,147190
48646,240168
48647,127921
48648,303302
48649,255291
48650,245339
48651,321206
48652,64071
48653,43018
48654,70235
48655,237456
48656,81991
48657,233434
48658,337305
48659,320063
48660,340897
48661,307581
48662,281120
48663,317853
48664,2759
48665,135033
48666,242609
48667,208940
48668,305065
48669,112875
48670,248881
48671,260368
48672,46185
48673,98426
48674,294027
48675,106435
48676,270536
48677,220395
48678,43047
48679,15634
48680,94539
48681,47217
48682,316682
48683,313983
48684,53624
48685,206624
48686,215017
48687,48899
48688,211184
48689,49142
48690,16856
48691,271110
48692,8573
48693,104052
48694,70483
48695,54578
48696,169231
48697,272721
48698,52612
48699,257921
48700,193308
48701,256142
48702,172005
48703,268287
48704,147629
48705,168869
48706,137894
48707,50432
48708,343355
48709,222652
48710,255490
48711,29635
48712,104330
48713,22038
48714,191128
48715,160860
48716,42455
48717,247124
48718,214230
48719,294661
48720,105375
48721,98043
48722,118428
48723,73912
48724,327074
48725,321046
48726,242784
48727,237733
48728,327562
48729,244394
48730,245967
48731,275012
48732,224301
48733,266140
48734,305638
48735,151118
48736,90888
48737,312451
48738,336071
48739,177595
48740,281421
48741,62877
48742,133603
48743,21396
48744,48406
48745,121970
48746,262922
48747,304709
48748,129396
48749,105759
48750,336722
48751,48037
48752,249686
48753,27810
48754,99861
48755,311884
48756,259166
48757,87045
48758,334337
48759,319568
48760,18917
48761,160017
48762,19840
48763,263229
48764,285389
48765,81140
48766,345798
48767,316837
48768,54136
48769,150125
48770,106490
48771,86882
48772,198949
48773,104140
48774,240824
48775,234017
48776,268607
48777,202499
48778,341541
48779,339515
48780,140283
48781,317236
48782,38265
48783,272375
48784,37901
48785,145385
48786,59980
48787,20008
48788,178992
48789,307226
48790,72649
48791,303852
48792,155827
48793,98467
48794,342577
48795,91360
48796,93492
48797,102142
48798,64394
48799,66098
48800,309131
48801,193228
48802,165846
48803,328531
48804,88871
48805,345702
48806,20450
48807,332292
48808,213908
48809,185702
48810,171508
48811,329962
48812,163004
48813,150485
48814,69972
48815,166045
48816,277579
48817,57276
48818,226505
48819,268223
48820,103419
48821,2038
48822,221406
48823,51115
48824,151275
48825,52653
48826,122346
48827,57125
48828,49357
48829,8444
48830,297203
48831,150864
48832,263077
48833,293827
48834,262868
48835,247071
48836,186098
48837,244497
48838,287861
48839,30208
48840,220091
48841,57937
48842,54061
48843,259396
48844,48073
48845,64169
48846,188987
48847,342828
48848,252395
48849,44021
48850,21493
48851,61903
48852,193188
48853,143098
48854,3535
48855,148993
48856,281154
48857,33418
48858,29856
48859,230826
48860,228953
48861,92103
48862,94652
48863,64054
48864,298873
48865,139707
48866,87855
48867,217625
48868,134758
48869,331234
48870,7228
48871,276290
48872,240156
48873,320313
48874,218313
48875,262580
48876,122883
48877,248944
48878,54008
48879,66399
48880,204141
48881,75350
48882,201366
48883,302077
48884,214158
48885,38150
48886,71968
48887,248168
48888,10967
48889,223811
48890,331508
48891,4488
48892,129855
48893,33450
48894,259189
48895,310291
48896,240175
48897,245004
48898,276942
48899,123332
48900,94401
48901,141474
48902,346085
48903,293192
48904,208829
48905,251967
48906,65257
48907,34416
48908,52136
48909,296088
48910,274937
48911,313581
48912,78658
48913,339180
48914,276172
48915,3265
48916,114470
48917,133080
48918,120113
48919,30890
48920,270760
48921,335784
48922,57892
48923,243866
48924,242715
48925,153886
48926,306030
48927,190687
48928,221508
48929,8209
48930,253127
48931,9202
48932,226480
48933,241205
48934,153479
48935,288845
48936,311945
48937,184013
48938,76776
48939,192573
48940,172804
48941,242975
48942,221141
48943,253733
48944,290522
48945,244382
48946,19152
48947,25675
48948,154497
48949,261828
48950,145074
48951,223969
48952,115627
48953,128534
48954,2917
48955,109850
48956,256540
48957,72906
48958,185462
48959,145856
48960,275052
48961,25954
48962,316490
48963,6277
48964,235493
48965,24555
48966,253960
48967,58520
48968,250341
48969,243326
48970,6220
48971,18269
48972,299449
48973,173320
48974,300973
48975,126877
48976,177640
48977,241303
48978,61261
48979,177917
48980,29645
48981,193862
48982,256809
48983,189310
48984,260456
48985,249519
48986,224375
48987,346479
48988,44797
48989,249994
48990,25037
48991,139038
48992,254634
48993,87609
48994,196743
48995,298945
48996,195837
48997,335263
48998,251939
48999,63588
49000,302347
49001,61704
49002,115607
49003,76435
49004,213887
49005,97558
49006,78239
49007,2031
49008,116446
49009,263365
49010,301555
49011,124064
49012,302914
49013,219082
49014,335757
49015,276855
49016,248071
49017,301956
49018,196598
49019,2602
49020,140833
49021,112386
49022,328177
49023,120624
49024,160496
49025,158295
49026,150741
49027,156597
49028,106713
49029,11825
49030,226394
49031,143995
49032,187516
49033,187494
49034,74746
49035,292623
49036,247204
49037,206504
49038,200630
49039,138923
49040,206887
49041,254267
49042,136920
49043,216993
49044,274201
49045,94072
49046,331410
49047,124078
49048,77388
49049,255264
49050,106015
49051,338066
49052,345503
49053,285886
49054,56064
49055,252079
49056,340624
49057,278178
49058,132064
49059,211598
49060,109618
49061,347148
49062,56923
49063,33154
49064,238115
49065,109470
49066,69753
49067,147577
49068,44396
49069,325093
49070,291418
49071,126376
49072,308860
49073,73579
49074,311778
49075,272094
49076,187767
49077,93465
49078,44782
49079,32397
49080,344013
49081,9755
49082,268740
49083,147031
49084,164932
49085,225881
49086,196083
49087,241420
49088,122453
49089,224262
49090,132243
49091,277477
49092,92394
49093,199148
49094,69216
49095,263576
49096,144370
49097,100173
49098,285693
49099,161590
49100,139883
49101,205483
49102,121728
49103,97868
49104,191826
49105,234452
49106,80333
49107,341735
49108,23217
49109,305243
49110,298135
49111,64421
49112,18458
49113,59563
49114,250235
49115,113636
49116,290333
49117,179584
49118,118740
49119,163428
49120,67892
49121,67676
49122,310583
49123,294527
49124,49071
49125,76626
49126,186699
49127,308395
49128,36503
49129,299949
49130,287002
49131,196950
49132,243176
49133,311137
49134,207265
49135,291872
49136,296739
49137,228020
49138,223433
49139,51825
49140,261715
49141,297455
49142,61268
49143,2027
49144,91836
49145,100023
49146,28436
49147,182505
49148,311110
49149,246960
49150,115132
49151,154547
49152,287947
49153,294705
49154,174846
49155,109983
49156,301546
49157,128400
49158,144086
49159,336526
49160,256802
49161,83693
49162,23963
49163,184659
49164,121461
49165,54884
49166,11844
49167,188042
49168,14981
49169,310160
49170,293766
49171,167301
49172,224307
49173,96243
49174,242058
49175,231211
49176,143134
49177,130716
49178,225705
49179,341287
49180,165263
49181,86602
49182,268598
49183,4480
49184,10945
49185,180367
49186,290314
49187,291881
49188,202312
49189,198414
49190,163008
49191,246505
49192,214171
49193,287786
49194,185629
49195,49282
49196,316283
49197,340630
49198,8085
49199,294658
49200,3579
49201,196222
49202,278457
49203,12938
49204,203308
49205,22137
49206,43473
49207,2779
49208,173225
49209,343567
49210,164297
49211,122120
49212,161121
49213,9183
49214,286777
49215,294917
49216,300763
49217,91459
49218,135427
49219,39410
49220,230046
49221,332054
49222,132603
49223,22453
49224,118234
49225,130464
49226,14771
49227,167090
49228,104653
49229,155932
49230,202784
49231,51169
49232,31920
49233,153849
49234,212582
49235,131171
49236,90853
49237,115532
49238,5280
49239,211704
49240,291472
49241,88475
49242,221150
49243,67913
49244,320567
49245,333246
49246,9991
49247,314377
49248,213463
49249,155428
49250,302840
49251,41112
49252,318127
49253,154967
49254,142056
49255,337509
49256,310616
49257,80884
49258,223156
49259,169913
49260,212952
49261,273019
49262,39185
49263,252155
49264,119882
49265,22723
49266,220100
49267,141439
49268,250368
49269,149261
49270,34547
49271,98348
49272,100596
49273,95936
49274,176140
49275,77881
49276,135433
49277,129092
49278,10943
49279,87753
49280,163697
49281,113584
49282,63582
49283,65957
49284,73994
49285,171643
49286,238019
49287,310614
49288,270879
49289,273486
49290,33643
49291,251125
49292,167087
49293,92610
49294,283604
49295,293431
49296,101387
49297,223126
49298,126881
49299,3582
49300,98457
49301,254336
49302,233221
49303,345559
49304,221126
49305,185928
49306,118393
49307,203187
49308,234815
49309,187843
49310,118210
49311,197877
49312,89547
49313,15175
49314,75462
49315,335501
49316,119921
49317,319415
49318,264079
49319,318741
49320,244895
49321,283478
49322,219732
49323,345415
49324,319605
49325,181488
49326,346598
49327,182839
49328,24275
49329,267794
49330,347342
49331,253950
49332,85380
49333,280451
49334,264603
49335,224405
49336,97912
49337,121952
49338,42312
49339,225419
